Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Rarely,168,Research & Development,1 years ,3,Life Sciences,743,High,Female,81,High,Senior Level,Manufacturing Director,High,Single,7861,4,Yes,14,Stanadard,Very High,80,0,10 years ,Best,1,0,0,0
44,No,Non-Travel,381,Research & Development,24 years ,3,Medical,744,Low,Male,49,Low,Entry Level,Laboratory Technician,High,Single,3708,2,No,14,Stanadard,High,80,0,9 years ,Better,5,2,1,4
47,No,Travel_Frequently,217,Sales,3 years ,3,Medical,746,Very High,Female,49,High,Lead Level,Sales Executive,High,Divorced,13770,9,Yes,12,Stanadard,Very High,80,2,28 years ,Good,22,2,11,13
30,No,Travel_Rarely,501,Sales,27 years ,5,Marketing,747,High,Male,99,High,Junior Level,Sales Executive,Very High,Divorced,5304,7,No,23,High,Very High,80,1,10 years ,Good,8,7,7,7
29,No,Travel_Rarely,1396,Sales,10 years ,3,Life Sciences,749,High,Male,99,High,Entry Level,Sales Representative,High,Single,2642,1,No,11,Stanadard,High,80,0,1 years ,Better,1,0,0,0
42,Yes,Travel_Frequently,933,Research & Development,19 years ,3,Medical,752,High,Male,57,Very High,Entry Level,Research Scientist,High,Divorced,2759,6,Yes,12,Stanadard,Very High,80,0,7 years ,Better,2,2,2,2
43,No,Travel_Frequently,775,Sales,15 years ,3,Life Sciences,754,Very High,Male,47,Medium,Junior Level,Sales Executive,Very High,Married,6804,3,No,18,Stanadard,High,80,1,7 years ,Better,2,2,2,2
34,No,Travel_Rarely,970,Research & Development,8 years ,2,Medical,757,Medium,Female,96,High,Junior Level,Healthcare Representative,High,Single,6142,3,No,11,Stanadard,Very High,80,0,10 years ,Better,5,1,4,3
23,No,Travel_Rarely,650,Research & Development,9 years ,1,Medical,758,Medium,Male,37,High,Entry Level,Laboratory Technician,Low,Married,2500,1,No,14,Stanadard,Very High,80,1,5 years ,Best,4,3,0,2
39,No,Travel_Rarely,141,Human Resources,3 years ,3,Human Resources,760,High,Female,44,Very High,Junior Level,Human Resources,Medium,Married,6389,9,No,15,Stanadard,High,80,1,12 years ,Bad,8,3,3,6
56,No,Travel_Rarely,832,Research & Development,9 years ,3,Medical,762,High,Male,81,High,Lead Level,Healthcare Representative,Very High,Married,11103,7,No,11,Stanadard,High,80,0,30 years ,Good,10,7,1,1
40,No,Travel_Rarely,804,Research & Development,2 years ,1,Medical,763,Very High,Female,86,Medium,Entry Level,Research Scientist,Very High,Single,2342,0,Yes,20,High,Very High,80,0,5 years ,Good,4,2,2,3
27,No,Travel_Rarely,975,Research & Development,7 years ,3,Medical,764,Very High,Female,55,Medium,Junior Level,Healthcare Representative,Low,Single,6811,8,No,19,Stanadard,Low,80,0,9 years ,Bad,7,6,0,7
29,No,Travel_Rarely,1090,Sales,10 years ,3,Marketing,766,Very High,Male,83,High,Entry Level,Sales Representative,Medium,Divorced,2297,1,No,14,Stanadard,Very High,80,2,2 years ,Better,2,2,2,2
53,No,Travel_Rarely,346,Research & Development,6 years ,3,Life Sciences,769,Very High,Male,86,High,Junior Level,Laboratory Technician,Very High,Single,2450,2,No,17,Stanadard,Very High,80,0,19 years ,Better,2,2,2,2
35,No,Non-Travel,1225,Research & Development,2 years ,4,Life Sciences,771,Very High,Female,61,High,Junior Level,Healthcare Representative,Low,Divorced,5093,2,No,11,Stanadard,Low,80,1,16 years ,Best,1,0,0,0
32,No,Travel_Frequently,430,Research & Development,24 years ,4,Life Sciences,772,Low,Male,80,High,Junior Level,Laboratory Technician,Very High,Married,5309,1,No,15,Stanadard,Very High,80,2,10 years ,Better,10,8,4,7
38,No,Travel_Rarely,268,Research & Development,2 years ,5,Medical,773,Very High,Male,92,High,Entry Level,Research Scientist,High,Married,3057,6,Yes,13,Stanadard,Medium,80,1,6 years ,Bad,1,0,0,1
34,No,Travel_Rarely,167,Research & Development,8 years ,5,Life Sciences,775,Medium,Female,32,High,Junior Level,Manufacturing Director,Low,Divorced,5121,3,No,14,Stanadard,High,80,1,7 years ,Better,0,0,0,0
52,No,Travel_Rarely,621,Sales,3 years ,4,Marketing,776,High,Male,31,Medium,Lead Level,Manager,Low,Married,16856,1,No,11,Stanadard,Low,80,0,34 years ,Best,34,6,1,16
33,Yes,Travel_Rarely,527,Research & Development,1 years ,4,Other,780,Very High,Male,63,High,Entry Level,Research Scientist,Very High,Single,2686,1,Yes,13,Stanadard,High,80,0,10 years ,Good,10,9,7,8
25,No,Travel_Rarely,883,Sales,26 years ,1,Medical,781,High,Female,32,High,Junior Level,Sales Executive,Very High,Single,6180,1,No,23,High,Medium,80,0,6 years ,Good,6,5,1,4
45,No,Travel_Rarely,954,Sales,2 years ,2,Technical Degree,783,Medium,Male,46,Low,Junior Level,Sales Representative,High,Single,6632,0,No,13,Stanadard,Low,80,0,9 years ,Better,8,7,3,1
23,No,Travel_Rarely,310,Research & Development,10 years ,1,Medical,784,Low,Male,79,Very High,Entry Level,Research Scientist,High,Single,3505,1,No,18,Stanadard,Very High,80,0,2 years ,Better,2,2,0,2
47,Yes,Travel_Frequently,719,Sales,27 years ,2,Life Sciences,785,Medium,Female,77,Very High,Junior Level,Sales Executive,High,Single,6397,4,Yes,12,Stanadard,Very High,80,0,8 years ,Better,5,4,1,3
34,No,Travel_Rarely,304,Sales,2 years ,3,Other,786,Very High,Male,60,High,Junior Level,Sales Executive,Very High,Single,6274,1,No,22,High,High,80,0,6 years ,Better,6,5,1,4
55,Yes,Travel_Rarely,725,Research & Development,2 years ,3,Medical,787,Very High,Male,78,High,Director Level,Manager,Low,Married,19859,5,Yes,13,Stanadard,Very High,80,1,24 years ,Better,5,2,1,4
36,No,Non-Travel,1434,Sales,8 years ,4,Life Sciences,789,Low,Male,76,Medium,Senior Level,Sales Executive,Low,Single,7587,1,No,15,Stanadard,Medium,80,0,10 years ,Better,10,7,0,9
52,No,Non-Travel,715,Research & Development,19 years ,4,Medical,791,Very High,Male,41,High,Entry Level,Research Scientist,Very High,Married,4258,0,No,18,Stanadard,Low,80,1,5 years ,Better,4,3,1,2
26,No,Travel_Frequently,575,Research & Development,1 years ,2,Life Sciences,792,Low,Female,71,Low,Entry Level,Laboratory Technician,Very High,Divorced,4364,3,No,14,Stanadard,Low,80,1,5 years ,Better,2,2,2,0
29,No,Travel_Rarely,657,Research & Development,27 years ,3,Medical,793,Medium,Female,66,High,Junior Level,Healthcare Representative,High,Married,4335,4,No,12,Stanadard,Low,80,1,11 years ,Good,8,7,1,1
26,Yes,Travel_Rarely,1146,Sales,8 years ,3,Technical Degree,796,Very High,Male,38,Medium,Junior Level,Sales Executive,Low,Single,5326,6,No,17,Stanadard,High,80,0,6 years ,Good,4,3,1,2
34,No,Travel_Rarely,182,Research & Development,1 years ,4,Life Sciences,797,Medium,Female,72,Very High,Entry Level,Research Scientist,Very High,Single,3280,2,No,16,Stanadard,High,80,0,10 years ,Better,4,2,1,3
54,No,Travel_Rarely,376,Research & Development,19 years ,4,Medical,799,Very High,Female,95,High,Junior Level,Manufacturing Director,Low,Divorced,5485,9,Yes,11,Stanadard,Medium,80,2,9 years ,Better,5,3,1,4
27,No,Travel_Frequently,829,Sales,8 years ,1,Marketing,800,High,Male,84,High,Junior Level,Sales Executive,Very High,Married,4342,0,No,19,Stanadard,Medium,80,1,5 years ,Better,4,2,1,1
37,No,Travel_Rarely,571,Research & Development,10 years ,1,Life Sciences,802,Very High,Female,82,High,Entry Level,Research Scientist,Low,Divorced,2782,0,Yes,13,Stanadard,Medium,80,2,6 years ,Good,5,3,4,3
38,No,Travel_Frequently,240,Research & Development,2 years ,4,Life Sciences,803,Low,Female,75,Very High,Junior Level,Manufacturing Director,Low,Single,5980,6,Yes,12,Stanadard,Very High,80,0,17 years ,Better,15,7,4,12
34,No,Travel_Rarely,121,Research & Development,2 years ,4,Medical,804,High,Female,86,Medium,Entry Level,Research Scientist,Low,Single,4381,1,No,11,Stanadard,High,80,0,6 years ,Better,6,5,1,3
35,No,Travel_Rarely,384,Sales,8 years ,4,Life Sciences,805,Low,Female,72,High,Entry Level,Sales Representative,Very High,Married,2572,1,No,16,Stanadard,Medium,80,1,3 years ,Good,3,2,0,2
30,No,Travel_Rarely,921,Research & Development,1 years ,3,Life Sciences,806,Very High,Male,38,Low,Entry Level,Laboratory Technician,High,Married,3833,3,No,21,High,High,80,2,7 years ,Better,2,2,0,2
40,No,Travel_Frequently,791,Research & Development,2 years ,2,Medical,807,High,Female,38,Very High,Junior Level,Healthcare Representative,Medium,Married,4244,1,No,24,High,Very High,80,1,8 years ,Better,8,7,3,7
34,No,Travel_Rarely,1111,Sales,8 years ,2,Life Sciences,808,High,Female,93,High,Junior Level,Sales Executive,Low,Married,6500,5,No,17,Stanadard,Medium,80,1,6 years ,Better,3,2,1,2
42,No,Travel_Frequently,570,Research & Development,8 years ,3,Life Sciences,809,Medium,Male,66,High,Director Level,Manager,Very High,Divorced,18430,1,No,13,Stanadard,Medium,80,1,24 years ,Good,24,7,14,9
23,Yes,Travel_Rarely,1243,Research & Development,6 years ,3,Life Sciences,811,High,Male,63,Very High,Entry Level,Laboratory Technician,Low,Married,1601,1,Yes,21,High,High,80,2,1 years ,Better,0,0,0,0
24,No,Non-Travel,1092,Research & Development,9 years ,3,Life Sciences,812,High,Male,60,Medium,Entry Level,Laboratory Technician,Medium,Divorced,2694,1,No,11,Stanadard,High,80,3,1 years ,Better,1,0,0,0
52,No,Travel_Rarely,1325,Research & Development,11 years ,4,Life Sciences,813,Very High,Female,82,High,Junior Level,Laboratory Technician,High,Married,3149,8,No,20,High,Medium,80,1,9 years ,Better,5,2,1,4
50,No,Travel_Rarely,691,Research & Development,2 years ,3,Medical,815,High,Male,64,High,Lead Level,Research Director,High,Married,17639,5,No,16,Stanadard,Very High,80,0,30 years ,Better,4,3,0,3
29,Yes,Travel_Rarely,805,Research & Development,1 years ,2,Life Sciences,816,Medium,Female,36,Medium,Entry Level,Laboratory Technician,Low,Married,2319,1,Yes,11,Stanadard,Very High,80,1,1 years ,Better,1,0,0,0
33,No,Travel_Rarely,213,Research & Development,7 years ,3,Medical,817,High,Male,49,High,Senior Level,Research Director,High,Married,11691,0,No,11,Stanadard,Very High,80,0,14 years ,Best,13,9,3,7
33,Yes,Travel_Rarely,118,Sales,16 years ,3,Marketing,819,Low,Female,69,High,Junior Level,Sales Executive,Low,Single,5324,5,No,15,Stanadard,High,80,0,6 years ,Better,3,2,0,2
47,No,Travel_Rarely,202,Research & Development,2 years ,2,Other,820,High,Female,33,High,Lead Level,Manager,Very High,Married,16752,1,Yes,11,Stanadard,High,80,1,26 years ,Good,26,14,3,0
36,No,Travel_Rarely,676,Research & Development,1 years ,3,Other,823,High,Female,35,High,Junior Level,Manufacturing Director,Medium,Married,5228,0,No,15,Stanadard,Low,80,1,10 years ,Better,9,7,0,5
29,No,Travel_Rarely,1252,Research & Development,23 years ,2,Life Sciences,824,High,Male,81,Very High,Entry Level,Research Scientist,High,Married,2700,1,No,24,High,High,80,1,10 years ,Better,10,7,0,7
58,Yes,Travel_Rarely,286,Research & Development,2 years ,4,Life Sciences,825,Very High,Male,31,High,Director Level,Research Director,Medium,Single,19246,7,Yes,12,Stanadard,Very High,80,0,40 years ,Better,31,15,13,8
35,No,Travel_Rarely,1258,Research & Development,1 years ,4,Life Sciences,826,Very High,Female,40,Very High,Entry Level,Research Scientist,High,Single,2506,3,No,13,Stanadard,High,80,0,7 years ,Better,2,2,2,2
42,No,Travel_Rarely,932,Research & Development,1 years ,2,Life Sciences,827,Very High,Female,43,Medium,Junior Level,Manufacturing Director,Very High,Married,6062,9,Yes,13,Stanadard,Very High,80,1,8 years ,Better,4,3,0,2
28,Yes,Travel_Rarely,890,Research & Development,2 years ,4,Medical,828,High,Male,46,High,Entry Level,Research Scientist,High,Single,4382,6,No,17,Stanadard,Very High,80,0,5 years ,Good,2,2,2,1
36,No,Travel_Rarely,1041,Human Resources,13 years ,3,Human Resources,829,High,Male,36,High,Entry Level,Human Resources,Medium,Married,2143,4,No,13,Stanadard,Medium,80,1,8 years ,Better,5,2,0,4
32,No,Travel_Rarely,859,Research & Development,4 years ,3,Life Sciences,830,High,Female,98,Medium,Junior Level,Manufacturing Director,High,Married,6162,1,No,12,Stanadard,High,80,1,14 years ,Better,14,13,6,8
40,No,Travel_Frequently,720,Research & Development,16 years ,4,Medical,832,Low,Male,51,Medium,Junior Level,Laboratory Technician,High,Single,5094,6,No,14,Stanadard,Very High,80,0,10 years ,Better,1,0,0,0
30,No,Travel_Rarely,946,Research & Development,2 years ,3,Medical,833,High,Female,52,Medium,Junior Level,Manufacturing Director,Very High,Single,6877,5,Yes,24,High,Medium,80,0,12 years ,Good,0,0,0,0
45,No,Travel_Rarely,252,Research & Development,2 years ,3,Life Sciences,834,Medium,Female,95,Medium,Entry Level,Research Scientist,High,Single,2274,1,No,14,Stanadard,Very High,80,0,1 years ,Better,1,0,0,0
42,No,Travel_Rarely,933,Research & Development,29 years ,3,Life Sciences,836,Medium,Male,98,High,Junior Level,Manufacturing Director,Medium,Married,4434,1,No,13,Stanadard,Very High,80,1,10 years ,Good,9,8,7,8
38,No,Travel_Frequently,471,Research & Development,12 years ,3,Life Sciences,837,Low,Male,45,Medium,Junior Level,Healthcare Representative,Low,Divorced,6288,2,No,15,Stanadard,High,80,1,13 years ,Good,4,3,1,2
34,No,Travel_Frequently,702,Research & Development,16 years ,4,Life Sciences,838,High,Female,100,Medium,Entry Level,Research Scientist,Very High,Single,2553,1,No,16,Stanadard,High,80,0,6 years ,Better,5,2,1,3
49,Yes,Travel_Rarely,1184,Sales,11 years ,3,Marketing,840,High,Female,43,High,Senior Level,Sales Executive,Very High,Married,7654,1,No,18,Stanadard,Low,80,2,9 years ,Best,9,8,7,7
55,Yes,Travel_Rarely,436,Sales,2 years ,1,Medical,842,High,Male,37,High,Junior Level,Sales Executive,Very High,Single,5160,4,No,16,Stanadard,High,80,0,12 years ,Good,9,7,7,3
43,No,Travel_Rarely,589,Research & Development,14 years ,2,Life Sciences,843,Medium,Male,94,High,Lead Level,Research Director,Low,Married,17159,6,No,24,High,High,80,1,22 years ,Better,4,1,1,0
27,No,Travel_Rarely,269,Research & Development,5 years ,1,Technical Degree,844,High,Male,42,Medium,Senior Level,Research Director,Very High,Divorced,12808,1,Yes,16,Stanadard,Medium,80,1,9 years ,Better,9,8,0,8
35,No,Travel_Rarely,950,Research & Development,7 years ,3,Other,845,High,Male,59,High,Senior Level,Manufacturing Director,High,Single,10221,3,No,21,High,Medium,80,0,17 years ,Best,8,5,1,6
28,No,Travel_Rarely,760,Sales,2 years ,4,Marketing,846,Medium,Female,81,High,Junior Level,Sales Executive,Medium,Married,4779,1,Yes,20,High,Low,80,0,8 years ,Better,8,7,7,5
34,No,Travel_Rarely,829,Human Resources,3 years ,2,Human Resources,847,High,Male,88,High,Entry Level,Human Resources,Very High,Married,3737,0,No,19,Stanadard,High,80,1,4 years ,Bad,3,2,0,2
26,Yes,Travel_Frequently,887,Research & Development,5 years ,2,Medical,848,High,Female,88,Medium,Entry Level,Research Scientist,High,Married,2366,1,Yes,14,Stanadard,Low,80,1,8 years ,Better,8,7,1,7
27,No,Non-Travel,443,Research & Development,3 years ,3,Medical,850,Very High,Male,50,High,Entry Level,Research Scientist,Very High,Married,1706,1,No,11,Stanadard,High,80,3,0 years ,Good,0,0,0,0
51,No,Travel_Rarely,1318,Sales,26 years ,4,Marketing,851,Low,Female,66,High,Lead Level,Manager,High,Married,16307,2,No,14,Stanadard,High,80,1,29 years ,Good,20,6,4,17
44,No,Travel_Rarely,625,Research & Development,4 years ,3,Medical,852,Very High,Male,50,High,Junior Level,Healthcare Representative,Medium,Single,5933,9,No,12,Stanadard,Very High,80,0,10 years ,Good,5,2,2,3
25,No,Travel_Rarely,180,Research & Development,2 years ,1,Medical,854,Low,Male,65,Very High,Entry Level,Research Scientist,Low,Single,3424,7,No,13,Stanadard,High,80,0,6 years ,Good,4,3,0,1
33,No,Travel_Rarely,586,Sales,1 years ,3,Medical,855,Low,Male,48,Very High,Junior Level,Sales Executive,Low,Divorced,4037,1,No,22,High,Low,80,1,9 years ,Better,9,8,0,8
35,No,Travel_Rarely,1343,Research & Development,27 years ,1,Medical,856,High,Female,53,Medium,Entry Level,Research Scientist,Low,Single,2559,1,No,11,Stanadard,Very High,80,0,6 years ,Good,6,5,1,1
36,No,Travel_Rarely,928,Sales,1 years ,2,Life Sciences,857,Medium,Male,56,High,Junior Level,Sales Executive,Very High,Married,6201,1,Yes,14,Stanadard,Very High,80,1,18 years ,Good,18,14,4,11
32,No,Travel_Rarely,117,Sales,13 years ,4,Life Sciences,859,Medium,Male,73,High,Junior Level,Sales Executive,Very High,Divorced,4403,2,No,11,Stanadard,High,80,1,8 years ,Good,5,2,0,3
30,No,Travel_Frequently,1012,Research & Development,5 years ,4,Life Sciences,861,Medium,Male,75,Medium,Entry Level,Research Scientist,Very High,Divorced,3761,9,No,12,Stanadard,Medium,80,1,10 years ,Good,5,4,0,3
53,No,Travel_Rarely,661,Sales,7 years ,2,Marketing,862,Low,Female,78,Medium,Senior Level,Sales Executive,Very High,Married,10934,7,Yes,18,Stanadard,Very High,80,1,35 years ,Better,5,2,0,4
45,No,Travel_Rarely,930,Sales,9 years ,3,Marketing,864,Very High,Male,74,High,Senior Level,Sales Executive,Low,Divorced,10761,4,Yes,12,Stanadard,High,80,1,18 years ,Better,5,4,0,2
32,No,Travel_Rarely,638,Research & Development,8 years ,2,Medical,865,High,Female,91,Very High,Junior Level,Research Scientist,High,Married,5175,5,No,12,Stanadard,High,80,1,9 years ,Good,5,3,1,3
52,No,Travel_Frequently,890,Research & Development,25 years ,4,Medical,867,High,Female,81,Medium,Lead Level,Manufacturing Director,Very High,Married,13826,3,No,22,High,High,80,0,31 years ,Better,9,8,0,0
37,No,Travel_Rarely,342,Sales,16 years ,4,Marketing,868,Very High,Male,66,Medium,Junior Level,Sales Executive,High,Divorced,6334,4,No,19,Stanadard,Very High,80,2,9 years ,Better,1,0,0,0
28,No,Travel_Rarely,1169,Human Resources,8 years ,2,Medical,869,Medium,Male,63,Medium,Entry Level,Human Resources,Very High,Divorced,4936,1,No,13,Stanadard,Very High,80,1,6 years ,Better,5,1,0,4
22,No,Travel_Rarely,1230,Research & Development,1 years ,2,Life Sciences,872,Very High,Male,33,Medium,Junior Level,Manufacturing Director,Very High,Married,4775,6,No,22,High,Low,80,2,4 years ,Bad,2,2,2,2
44,No,Travel_Rarely,986,Research & Development,8 years ,4,Life Sciences,874,Low,Male,62,Very High,Entry Level,Laboratory Technician,Very High,Married,2818,2,Yes,24,High,High,80,1,10 years ,Good,3,2,0,2
42,No,Travel_Frequently,1271,Research & Development,2 years ,1,Medical,875,Medium,Male,35,High,Entry Level,Research Scientist,Very High,Single,2515,5,Yes,14,Stanadard,Very High,80,0,8 years ,Better,2,1,2,2
36,No,Travel_Rarely,1278,Human Resources,8 years ,3,Life Sciences,878,Low,Male,77,Medium,Entry Level,Human Resources,Low,Married,2342,0,No,21,High,High,80,0,6 years ,Better,5,4,0,3
25,No,Travel_Rarely,141,Sales,3 years ,1,Other,879,High,Male,98,High,Junior Level,Sales Executive,Low,Married,4194,1,Yes,18,Stanadard,Very High,80,0,5 years ,Better,5,3,0,3
35,No,Travel_Rarely,607,Research & Development,9 years ,3,Life Sciences,880,Very High,Female,66,Medium,Senior Level,Manufacturing Director,High,Married,10685,1,Yes,20,High,Medium,80,1,17 years ,Better,17,14,5,15
35,Yes,Travel_Frequently,130,Research & Development,25 years ,4,Life Sciences,881,Very High,Female,96,High,Entry Level,Research Scientist,Medium,Divorced,2022,1,Yes,19,Stanadard,Low,80,1,10 years ,Good,10,2,7,8
32,No,Non-Travel,300,Research & Development,1 years ,3,Life Sciences,882,Very High,Male,61,High,Entry Level,Laboratory Technician,Very High,Divorced,2314,0,No,12,Stanadard,Medium,80,1,4 years ,Better,3,0,0,2
25,No,Travel_Rarely,583,Sales,4 years ,1,Marketing,885,High,Male,87,Medium,Junior Level,Sales Executive,Low,Married,4256,1,No,12,Stanadard,Low,80,0,5 years ,Best,5,2,0,3
49,No,Travel_Rarely,1418,Research & Development,1 years ,3,Technical Degree,887,High,Female,36,High,Entry Level,Research Scientist,Low,Married,3580,2,No,16,Stanadard,Medium,80,1,7 years ,Better,4,2,0,2
24,No,Non-Travel,1269,Research & Development,4 years ,1,Life Sciences,888,Low,Male,46,Medium,Entry Level,Laboratory Technician,Very High,Married,3162,0,No,17,Stanadard,Very High,80,0,6 years ,Good,5,2,3,4
